date,open,high,low,close,volume
2024-08-15,951.75,961.0,950.5,951.5,15039
2024-08-16,950.5,952.5,936.25,938.75,17420
2024-08-19,938.0,957.5,938.0,956.25,15833
2024-08-20,955.25,966.25,950.75,957.25,13630
2024-08-21,957.0,966.0,955.5,963.0,12788
2024-08-22,962.0,963.0,940.0,941.25,17660
2024-08-23,941.75,954.0,941.25,952.0,16814
2024-08-26,943.5,961.25,939.25,959.75,18427
2024-08-27,959.0,971.75,957.0,967.5,13636
2024-08-28,968.25,969.5,953.5,958.5,10273
2024-08-29,957.25,975.0,957.0,973.75,10556
2024-08-30,974.5,987.5,971.5,982.0,2055
2024-09-03,978.75,1007.5,978.75,997.0,518
2024-09-04,987.5,1006.0,987.5,1006.0,382
2024-09-05,999.5,1008.25,999.5,1008.25,309
2024-09-06,1008.0,1008.0,989.25,989.25,122
2024-09-09,1000.25,1000.25,1000.0,1000.0,122
2024-09-10,980.25,981.75,977.5,977.5,59
2024-09-11,978.25,979.75,978.25,979.75,25
2024-09-12,987.5,991.5,987.5,991.5,4
2024-09-13,986.75,986.75,986.75,986.75,120065
2024-09-16,1005.0,1012.0,999.0,1004.5,79098
2024-09-17,1003.75,1011.0,1002.0,1006.0,80303
2024-09-18,1007.0,1022.0,1006.25,1014.0,147447
2024-09-19,1015.0,1018.25,1006.75,1013.25,116585
2024-09-20,1012.5,1019.0,1001.25,1012.0,128091
2024-09-23,1012.0,1041.75,1012.0,1039.25,220319
2024-09-24,1037.0,1058.25,1032.75,1042.25,206134
2024-09-25,1042.0,1054.5,1031.25,1053.25,175631
2024-09-26,1051.75,1064.75,1039.75,1041.0,191090
2024-09-27,1039.75,1069.5,1034.25,1065.75,237043
2024-09-30,1060.25,1069.75,1052.0,1057.0,167653
2024-10-01,1055.75,1065.5,1045.0,1057.25,165015
2024-10-02,1055.0,1063.75,1042.5,1056.0,158797
2024-10-03,1053.75,1056.25,1041.75,1046.0,126126
2024-10-04,1045.0,1055.25,1036.25,1037.75,136658
2024-10-07,1033.5,1039.0,1026.5,1034.0,170260
2024-10-08,1032.5,1039.5,1011.5,1016.25,215735
2024-10-09,1015.0,1027.25,1011.5,1020.25,185293
2024-10-10,1019.75,1025.5,1011.75,1014.75,158953
2024-10-11,1014.5,1023.75,1004.0,1005.5,213825
2024-10-14,1002.0,1008.5,995.5,996.0,165943
2024-10-15,995.0,996.0,981.0,991.0,239187
2024-10-16,991.0,1001.5,978.25,980.0,247535
2024-10-17,978.75,991.25,968.25,988.75,236377
2024-10-18,989.5,995.5,969.25,970.0,229536
2024-10-21,970.0,983.75,969.0,981.0,184725
2024-10-22,980.5,997.0,976.75,991.75,185249
2024-10-23,992.0,999.75,985.0,997.5,157963
2024-10-24,997.5,1012.25,994.25,996.25,190684
2024-10-25,996.25,996.25,984.0,987.75,143812
2024-10-28,984.0,985.5,973.5,974.0,109011
2024-10-29,974.75,980.5,965.0,965.25,82001
2024-10-30,965.0,979.0,963.75,976.5,57700
2024-10-31,977.5,985.5,975.5,982.5,7820
2024-11-01,984.25,997.25,978.25,982.5,3051
2024-11-04,990.0,995.0,982.5,987.25,1524
2024-11-05,992.25,996.75,991.0,993.75,629
2024-11-06,991.75,997.5,973.0,994.5,391
2024-11-07,997.0,1015.5,989.75,1015.5,545
2024-11-08,1015.0,1030.0,1006.0,1016.75,427
2024-11-11,1020.75,1025.75,1011.0,1011.75,212
2024-11-12,1011.75,1011.75,998.75,1003.5,209
2024-11-13,1001.25,1004.25,999.0,1004.25,86
2024-11-14,990.25,990.25,985.75,985.75,152378
2024-11-15,988.0,1005.25,987.25,998.5,140153
2024-11-18,1002.5,1011.5,989.5,1009.75,107221
2024-11-19,1009.75,1012.75,995.25,998.5,114559
2024-11-20,998.5,1001.5,985.25,990.5,110520
2024-11-21,991.0,998.75,976.25,977.75,145233
2024-11-22,980.75,985.25,975.25,983.5,113875
2024-11-25,987.5,993.25,983.0,985.75,100522
2024-11-26,980.0,991.25,976.75,983.5,131739
2024-11-27,984.0,994.25,983.25,988.75,134095
2024-11-29,993.25,998.0,982.75,989.5,77392
2024-12-02,989.5,990.5,977.5,985.25,124010
2024-12-03,985.0,999.0,983.5,991.75,135065
2024-12-04,991.5,992.0,980.5,983.75,113543
2024-12-05,983.5,994.75,982.25,993.75,109222
2024-12-06,993.0,997.5,987.75,993.75,150604
2024-12-09,992.25,1003.5,985.75,990.0,155123
2024-12-10,990.0,1000.0,988.5,994.75,162231
2024-12-11,994.0,1001.0,988.0,995.5,177510
2024-12-12,995.0,998.25,988.5,995.75,178084
2024-12-13,994.25,995.0,986.0,988.25,97052
2024-12-16,987.5,993.5,981.0,982.0,126195
2024-12-17,982.5,986.25,970.5,976.75,170736
2024-12-18,976.75,977.5,950.25,951.75,171410
2024-12-19,950.25,964.75,945.25,963.0,170407
2024-12-20,962.5,977.5,960.0,974.5,110119
2024-12-23,974.5,979.25,968.0,969.5,73622
2024-12-24,968.25,975.75,966.0,975.25,28802
2024-12-26,979.0,989.75,975.0,988.0,70637
2024-12-27,986.5,989.25,979.25,980.0,56059
2024-12-30,983.5,994.75,974.75,982.0,39468
2024-12-31,980.5,999.5,980.0,998.25,5238
2025-01-02,996.5,1004.0,990.75,999.5,1299
2025-01-03,1002.25,1002.25,978.75,981.0,912
2025-01-06,982.75,997.5,982.75,992.5,598
2025-01-07,991.0,993.25,982.5,992.25,265
2025-01-08,994.0,994.0,985.75,987.5,308
2025-01-09,982.75,992.25,980.5,992.25,168
2025-01-10,992.0,1018.5,992.0,1013.5,435
2025-01-13,1022.0,1044.0,1021.5,1041.5,202
2025-01-14,1043.0,1049.0,1035.0,1043.0,220603
2025-01-15,1046.0,1054.0,1039.75,1042.75,139448
2025-01-16,1042.0,1042.75,1018.5,1019.0,162099
2025-01-17,1019.0,1039.0,1019.0,1034.0,189419
2025-01-21,1045.0,1068.0,1039.0,1067.25,215089
2025-01-22,1066.0,1073.5,1051.75,1056.0,214743
2025-01-23,1055.0,1076.25,1047.75,1065.5,148819
2025-01-24,1051.0,1063.0,1046.75,1055.75,177241
2025-01-27,1050.0,1051.0,1040.0,1045.0,127356
2025-01-28,1042.75,1050.75,1041.0,1045.0,129003
2025-01-29,1045.0,1061.75,1044.5,1060.5,128051
2025-01-30,1060.0,1060.5,1042.0,1044.0,135406
2025-01-31,1042.75,1052.0,1034.0,1042.0,154522
2025-02-03,1032.0,1060.25,1031.75,1058.25,164396
2025-02-04,1057.5,1077.25,1048.25,1075.0,182908
2025-02-05,1073.5,1079.75,1053.0,1057.0,166300
2025-02-06,1057.25,1066.5,1049.75,1060.5,129164
2025-02-07,1060.5,1063.75,1047.5,1049.5,154226
2025-02-10,1046.5,1052.25,1043.0,1049.5,128319
2025-02-11,1049.0,1057.0,1041.5,1043.5,149758
2025-02-12,1043.5,1047.0,1024.5,1027.75,171577
2025-02-13,1028.5,1032.5,1024.0,1030.0,147392
2025-02-14,1030.0,1046.75,1029.5,1036.0,120772
2025-02-18,1033.0,1041.75,1026.0,1038.5,123334
2025-02-19,1037.0,1047.75,1029.25,1031.75,133961
2025-02-20,1032.25,1046.0,1031.75,1045.5,112590
2025-02-21,1043.75,1049.25,1036.5,1039.5,115932
2025-02-24,1038.25,1043.0,1027.0,1029.0,101531
2025-02-25,1029.0,1035.0,1019.5,1031.25,117588
2025-02-26,1030.0,1032.75,1021.25,1024.5,74754
2025-02-27,1024.0,1034.0,1021.0,1022.75,37040
2025-02-28,1023.25,1031.5,1011.0,1011.5,1982
2025-03-03,1012.0,1014.5,995.25,998.25,2052
2025-03-04,995.25,1000.25,978.0,984.0,928
2025-03-05,991.0,998.75,983.25,997.75,276
2025-03-06,999.0,1019.25,999.0,1014.0,416
2025-03-07,1011.0,1015.0,1010.0,1010.25,112
2025-03-10,1013.0,1013.0,999.75,999.75,89
2025-03-11,998.0,1006.25,997.0,997.75,66
2025-03-12,997.5,997.5,982.75,987.5,39
2025-03-13,999.25,999.25,996.75,996.75,33
2025-03-14,999.25,999.25,999.25,999.25,101125
2025-03-17,1016.25,1021.75,1010.25,1015.5,80925
2025-03-18,1015.0,1021.75,1011.25,1012.75,100675
2025-03-19,1012.0,1016.0,1006.5,1008.25,124450
2025-03-20,1009.0,1014.5,1004.0,1013.0,117385
2025-03-21,1013.5,1016.75,1004.25,1009.75,101376
2025-03-24,1010.0,1011.5,1003.25,1007.25,88648
2025-03-25,1007.0,1007.75,998.25,1001.75,99523
2025-03-26,1002.75,1008.75,997.5,1001.0,103851
2025-03-27,1001.0,1017.75,999.75,1016.75,111192
2025-03-28,1015.0,1023.5,1009.0,1023.0,120885
2025-03-31,1023.0,1031.5,1013.25,1014.75,160036
2025-04-01,1014.75,1034.75,1010.5,1034.25,167012
2025-04-02,1032.0,1033.0,1024.5,1029.5,129992
2025-04-03,1011.0,1020.25,1005.25,1011.5,169499
2025-04-04,1011.0,1012.75,970.25,977.0,269757
2025-04-07,971.75,993.5,969.5,983.0,272593
2025-04-08,983.25,1002.25,982.5,992.75,216115
2025-04-09,989.0,1015.5,987.5,1012.75,205523
2025-04-10,1015.25,1029.5,1010.75,1029.0,192962
2025-04-11,1026.5,1044.5,1021.75,1042.75,191945
2025-04-14,1040.75,1049.5,1036.75,1041.75,117322
2025-04-15,1040.5,1041.25,1030.75,1036.0,126985
2025-04-16,1035.25,1045.75,1028.0,1038.75,113594
2025-04-17,1038.0,1045.25,1032.0,1036.5,88269
2025-04-21,1039.75,1043.75,1029.0,1029.5,56324
2025-04-22,1030.75,1039.5,1030.0,1035.0,78848
2025-04-23,1037.5,1046.0,1034.25,1040.25,105262
2025-04-24,1042.0,1055.0,1039.0,1053.0,95258
2025-04-25,1053.0,1058.0,1046.75,1049.75,80595
2025-04-28,1049.5,1054.0,1041.5,1052.0,69123
2025-04-29,1051.5,1052.75,1034.75,1041.0,38351
2025-04-30,1040.5,1042.5,1028.25,1034.75,3242
2025-05-01,1034.5,1043.0,1027.0,1040.25,2080
2025-05-02,1039.5,1051.5,1039.5,1048.75,1388
2025-05-05,1044.5,1046.5,1037.0,1038.0,682
2025-05-06,1038.0,1038.0,1030.0,1034.75,282
2025-05-07,1038.0,1045.0,1030.0,1030.5,204
2025-05-08,1030.0,1039.0,1029.0,1036.75,61
2025-05-09,1036.5,1048.0,1036.5,1044.0,53
2025-05-12,1046.0,1066.0,1046.0,1066.0,75
2025-05-13,1069.0,1071.0,1067.25,1067.25,31
2025-05-14,1075.0,1075.0,1048.25,1067.0,124910
2025-05-15,1073.0,1073.25,1046.0,1051.25,172955
2025-05-16,1052.5,1059.75,1047.25,1050.0,114733
2025-05-19,1050.25,1056.0,1045.75,1050.75,78345
2025-05-20,1050.75,1056.75,1046.25,1053.0,92812
2025-05-21,1052.75,1067.5,1052.75,1062.75,129770
2025-05-22,1057.0,1070.75,1051.0,1067.5,114369
2025-05-23,1071.0,1073.25,1055.5,1060.25,105119
2025-05-27,1061.25,1067.75,1059.0,1062.5,85012
2025-05-28,1061.75,1064.25,1047.5,1048.5,94732
2025-05-29,1055.5,1055.75,1040.0,1051.75,121364
2025-05-30,1049.0,1050.5,1040.25,1041.75,103024
2025-06-02,1042.25,1042.75,1032.5,1033.5,110582
2025-06-03,1034.5,1044.0,1032.75,1040.75,103958
2025-06-04,1040.5,1053.0,1037.75,1045.0,136377
2025-06-05,1044.75,1056.75,1040.0,1051.75,0
2025-06-06,1050.75,1060.5,1047.0,1057.25,130387
2025-06-09,1057.5,1061.75,1053.5,1056.0,120715
2025-06-10,1057.25,1063.75,1055.75,1057.75,139464
2025-06-11,1057.75,1062.75,1049.25,1050.5,159137
2025-06-12,1049.0,1056.25,1038.5,1042.25,228330
2025-06-13,1042.25,1071.0,1040.75,1069.75,211601
2025-06-16,1069.5,1079.25,1064.25,1069.75,159294
2025-06-17,1069.75,1075.25,1063.75,1074.0,132731
2025-06-18,1072.25,1079.75,1069.5,1074.75,0
2025-06-20,1074.0,1080.5,1067.0,1068.0,104762
2025-06-23,1072.5,1073.75,1056.0,1058.75,105102
2025-06-24,1055.0,1062.25,1046.25,1046.75,98635
2025-06-25,1047.25,1054.75,1023.5,1025.25,114571
2025-06-26,1027.25,1030.5,1017.25,1022.75,61878
2025-06-27,1023.25,1034.25,1020.0,1027.75,26684
2025-06-30,1030.0,1039.25,1018.25,1024.25,5015
2025-07-01,1022.0,1026.5,1012.25,1024.75,1119
2025-07-02,1027.25,1050.75,1027.25,1050.5,863
2025-07-03,1055.25,1061.5,1050.5,1056.25,0
2025-07-07,1040.75,1051.0,1030.25,1031.75,1227
2025-07-08,1038.75,1040.5,1024.25,1024.25,239
2025-07-09,1023.5,1023.5,1012.25,1012.25,18
2025-07-10,1005.25,1013.0,1004.5,1012.5,48
2025-07-11,1012.5,1015.5,1004.0,1004.0,22
2025-07-14,1002.0,1002.0,997.0,997.0,41417
2025-07-15,997.25,1002.5,993.0,995.0,31994
2025-07-16,996.25,1014.5,996.0,1013.5,33432
2025-07-17,1012.5,1022.5,1009.5,1021.5,36536
2025-07-18,1021.25,1037.25,1020.25,1027.75,46931
2025-07-21,1024.0,1028.5,1011.5,1015.0,36572
2025-07-22,1016.0,1017.5,1005.0,1010.25,57095
2025-07-23,1010.5,1019.25,1004.75,1005.75,56306
2025-07-24,1005.0,1010.75,999.0,1004.25,68411
2025-07-25,1004.75,1008.25,996.5,998.75,50674
2025-07-28,995.0,996.25,986.75,988.75,59017
2025-07-29,987.75,990.75,976.75,981.75,51072
2025-07-30,982.0,984.0,967.5,967.75,26906
2025-07-31,970.25,972.5,960.75,961.75,2159
2025-08-01,962.0,965.25,961.75,961.75,446
2025-08-04,969.5,970.25,968.25,969.0,484
2025-08-05,969.0,970.25,968.0,969.0,306
2025-08-06,973.75,977.5,961.5,961.5,142
2025-08-07,966.0,971.75,966.0,971.75,22
2025-08-08,968.5,975.75,966.75,966.75,206
2025-08-11,988.0,991.75,988.0,989.5,26
2025-08-12,978.5,1011.75,975.0,1011.75,157
2025-08-13,1013.5,1025.5,1013.5,1023.5,59
2025-08-14,1008.5,1008.5,1008.5,1008.5,27617
2025-08-15,1008.5,1023.0,1005.75,1022.25,19843
2025-08-18,1021.5,1027.0,1014.25,1020.75,17318
2025-08-19,1021.5,1025.25,1009.75,1013.0,18605
2025-08-20,1013.0,1019.25,1011.0,1015.0,14436
2025-08-21,1015.0,1035.25,1011.5,1034.5,35172
2025-08-22,1032.75,1040.5,1030.5,1036.5,23422
2025-08-25,1036.0,1039.5,1023.5,1025.5,30733
2025-08-26,1025.0,1034.5,1019.5,1028.75,23442
2025-08-27,1028.25,1033.25,1024.0,1027.25,18842
2025-08-28,1027.75,1030.75,1019.5,1028.25,19385
2025-08-29,1028.0,1037.0,1024.0,1036.75,0
2025-09-02,1035.0,1035.0,1019.5,1025.75,1134
2025-09-03,1019.25,1019.75,1015.5,1016.0,583
2025-09-04,1012.0,1012.0,1007.5,1012.0,409
2025-09-05,1015.0,1015.0,1006.5,1006.5,127
2025-09-08,1007.5,1013.5,1005.5,1013.5,65
2025-09-09,1011.5,1011.5,1011.5,1011.5,18
2025-09-10,1007.75,1009.75,1005.5,1005.5,20
2025-09-11,1015.25,1015.25,1015.25,1015.25,17
2025-09-12,1025.75,1025.75,1025.75,1025.75,185166
2025-09-15,1043.0,1051.25,1039.75,1042.75,119751
2025-09-16,1043.0,1052.5,1041.75,1049.75,109074
2025-09-17,1049.25,1052.75,1042.0,1043.75,106461
2025-09-18,1043.75,1044.5,1035.25,1037.5,99218
2025-09-19,1038.5,1047.75,1024.0,1025.5,184812
2025-09-22,1024.25,1025.0,1006.25,1011.0,188011
2025-09-23,1010.75,1015.5,1005.0,1012.0,147291
2025-09-24,1011.25,1020.25,1005.75,1009.0,155373
2025-09-25,1008.5,1017.0,1006.5,1012.25,132635
2025-09-26,1012.0,1015.75,1008.75,1013.75,103466
2025-09-29,1011.75,1013.75,1006.0,1010.5,103672
2025-09-30,1009.25,1009.25,1000.5,1001.75,160384
2025-10-01,1000.25,1020.0,993.75,1013.0,207983
2025-10-02,1013.0,1025.5,1008.25,1023.75,169691
2025-10-03,1021.0,1028.75,1016.5,1018.0,137811
2025-10-06,1015.25,1023.25,1014.0,1017.75,117346
2025-10-07,1017.0,1025.5,1016.0,1022.0,153295
2025-10-08,1021.25,1030.0,1020.0,1029.5,199782
2025-10-09,1029.0,1030.0,1020.75,1022.25,212396
2025-10-10,1021.5,1024.75,1002.5,1006.75,239699
2025-10-13,1006.0,1013.0,1003.0,1007.75,239699
2025-10-14,1007.0,1009.75,1001.0,1006.5,143602
2025-10-15,1006.5,1011.75,1002.0,1006.5,147308
2025-10-16,1006.25,1019.75,1006.0,1010.75,145818
2025-10-17,1010.75,1021.5,1010.5,1019.5,163412
2025-10-20,1020.0,1033.75,1019.75,1031.75,183111
2025-10-21,1031.75,1038.0,1027.75,1030.75,173746
2025-10-22,1030.0,1038.0,1027.5,1034.75,206187
2025-10-23,1034.75,1045.0,1033.5,1044.75,145526
2025-10-24,1044.25,1045.5,1040.75,1041.75,154262
2025-10-27,1052.5,1072.75,1052.25,1067.25,178679
2025-10-28,1066.5,1091.5,1065.25,1078.25,136145
2025-10-29,1075.75,1084.75,1068.5,1080.25,83363
2025-10-30,1077.5,1101.0,1057.0,1091.25,54356
2025-10-31,1089.25,1100.0,1085.25,1099.75,7984
2025-11-03,1099.0,1120.75,1099.0,1119.75,0
2025-11-04,1116.5,1119.0,1100.75,1108.25,1309
2025-11-05,1106.25,1120.25,1106.25,1119.75,1495
2025-11-06,1115.0,1115.0,1090.0,1091.75,662
2025-11-07,1093.5,1102.5,1093.25,1101.75,350
2025-11-10,1106.25,1116.0,1106.25,1116.0,635
2025-11-11,1110.5,1115.0,1106.0,1113.25,196
2025-11-12,1120.75,1120.75,1110.0,1120.5,99
2025-11-13,1120.25,1135.75,1115.5,1132.0,148
2025-11-14,1133.0,1138.75,1112.75,1112.75,217050
2025-11-17,1120.0,1160.25,1114.25,1157.25,233035
2025-11-18,1155.5,1169.5,1147.75,1153.5,186560
2025-11-19,1152.25,1152.5,1135.0,1136.25,118644
2025-11-20,1135.5,1142.75,1121.5,1122.5,128502
2025-11-21,1122.5,1127.5,1113.25,1125.0,123067
2025-11-24,1128.25,1131.0,1116.25,1123.25,109625
2025-11-25,1121.75,1128.75,1117.25,1124.75,115334
2025-11-26,1125.5,1135.25,1122.75,1131.5,104778
2025-11-28,1131.75,1138.75,1129.75,1137.75,38009
2025-12-01,1140.0,1142.25,1127.0,1128.0,117117
2025-12-02,1126.5,1135.75,1123.25,1124.75,134455
2025-12-03,1125.25,1130.75,1115.5,1115.75,127538
2025-12-04,1117.0,1124.5,1114.0,1119.5,134989
2025-12-05,1119.25,1121.0,1104.5,1105.25,140332
2025-12-08,1105.0,1107.5,1092.25,1093.75,170570
2025-12-09,1093.75,1094.75,1084.5,1087.25,185665
2025-12-10,1087.5,1093.25,1081.5,1091.25,148748
2025-12-11,1091.0,1096.0,1086.25,1093.5,149794
2025-12-12,1093.0,1094.5,1075.75,1076.75,131283
2025-12-15,1074.5,1080.0,1067.0,1071.75,184066
2025-12-16,1072.0,1076.25,1059.5,1062.75,138914
2025-12-17,1063.5,1067.5,1053.5,1058.25,130593
2025-12-18,1058.25,1061.25,1051.0,1052.25,115444
2025-12-19,1052.25,1054.0,1047.0,1049.25,101057
2025-12-22,1048.5,1056.0,1048.5,1053.25,102352
2025-12-23,1053.5,1057.75,1049.75,1051.5,98420
2025-12-24,1051.25,1064.75,1050.75,1063.25,48593
2025-12-26,1067.0,1069.25,1057.0,1058.75,43839
2025-12-29,1060.5,1063.5,1049.0,1049.5,61737
2025-12-30,1049.5,1053.5,1044.0,1046.25,38187
2025-12-31,1045.0,1046.75,1030.0,1030.5,5656
2026-01-02,1030.0,1030.0,1022.0,1029.5,1541
2026-01-05,1036.75,1048.0,1035.75,1047.25,1159
2026-01-06,1048.25,1053.0,1042.0,1042.0,527
2026-01-07,1044.75,1055.0,1044.75,1052.75,233
2026-01-08,1050.25,1053.0,1047.0,1047.0,183
2026-01-09,1047.5,1053.0,1047.5,1048.5,73
2026-01-12,1053.75,1056.5,1033.0,1033.0,101
2026-01-13,1029.25,1029.75,1023.25,1023.25,83
2026-01-14,1027.25,1033.25,1027.25,1030.5,120636
2026-01-15,1043.5,1058.25,1041.5,1053.0,145382
2026-01-16,1053.0,1059.0,1047.75,1057.75,106931
2026-01-20,1053.0,1061.75,1052.0,1053.0,113531
2026-01-21,1053.25,1069.25,1053.0,1064.5,135831
2026-01-22,1064.5,1072.5,1060.5,1064.0,137094
2026-01-23,1063.5,1071.5,1061.25,1067.75,92591
2026-01-26,1067.75,1076.25,1059.75,1061.75,97874
2026-01-27,1060.25,1069.5,1058.5,1067.25,81662
2026-01-28,1067.25,1084.75,1067.0,1075.0,144498
2026-01-29,1075.0,1085.5,1069.0,1072.25,144858
2026-01-30,1072.5,1074.0,1061.0,1064.25,139897
2026-02-02,1063.5,1064.0,1051.75,1060.25,116096
2026-02-03,1060.5,1071.0,1060.0,1065.75,120567
2026-02-04,1066.75,1115.25,1059.5,1092.25,378682
2026-02-05,1090.25,1113.25,1086.75,1112.25,264645
2026-02-06,1108.5,1137.75,1102.0,1115.25,320174
2026-02-09,1112.25,1116.25,1106.0,1110.75,178112
2026-02-10,1110.0,1124.0,1106.25,1122.5,189639
2026-02-11,1122.5,1128.25,1113.0,1124.0,164105
2026-02-12,1129.5,1141.5,1128.5,1137.25,211362
2026-02-13,1136.0,1139.5,1122.0,1133.0,149612
2026-02-17,1132.25,1139.25,1125.75,1134.0,111218
2026-02-18,1135.0,1144.0,1127.75,1133.5,112939
2026-02-19,1132.25,1142.0,1129.25,1141.0,89799
2026-02-20,1141.0,1148.25,1121.5,1137.5,127824
2026-02-23,1134.0,1148.5,1127.5,1134.25,124820
2026-02-24,1134.5,1141.5,1128.0,1139.5,80634
2026-02-25,1138.75,1150.0,1132.25,1148.25,61256
2026-02-26,1147.75,1156.0,1129.25,1147.75,33914
2026-02-27,1147.5,1161.0,1146.0,1157.25,3391
2026-03-02,1165.0,1169.75,1146.5,1150.0,1303
2026-03-03,1153.0,1169.25,1149.5,1155.75,1168
2026-03-04,1157.5,1159.0,1152.0,1154.5,498
2026-03-05,1159.5,1165.25,1153.5,1163.75,370
2026-03-06,1170.0,1185.0,1170.0,1185.0,183
2026-03-09,1195.5,1214.75,1178.75,1180.5,130
2026-03-10,1180.0,1191.25,1174.75,1187.25,107
2026-03-11,1202.75,1211.75,1200.5,1200.5,148
2026-03-12,1215.75,1223.25,1213.0,1213.0,69
2026-03-13,1200.25,1211.0,1200.25,1211.0,143763
2026-03-16,1214.0,1214.0,1155.25,1155.25,246832
2026-03-17,1147.0,1170.5,1145.25,1157.0,226253
